accelerator,model,tier,workload,baseline_policy,compare_policy,tail_mean_ttft_ms,evicpress_mean_ttft_ms,delta_mean_ttft_ms,delta_pct_mean_ttft_ms,tail_mean_tpot_ms,evicpress_mean_tpot_ms,delta_mean_tpot_ms,delta_pct_mean_tpot_ms,tail_mean_latency_ms,evicpress_mean_latency_ms,delta_mean_latency_ms,delta_pct_mean_latency_ms,tail_p99_ttft_ms,evicpress_p99_ttft_ms,delta_p99_ttft_ms,delta_pct_p99_ttft_ms,tail_p99_tpot_ms,evicpress_p99_tpot_ms,delta_p99_tpot_ms,delta_pct_p99_tpot_ms,tail_tier_transition_mb_total,evicpress_tier_transition_mb_total,delta_tier_transition_mb_total,delta_pct_tier_transition_mb_total,tail_transition_mb_per_generated_token,evicpress_transition_mb_per_generated_token,delta_transition_mb_per_generated_token,delta_pct_transition_mb_per_generated_token,tail_stall_overlap_ratio,evicpress_stall_overlap_ratio,delta_stall_overlap_ratio,delta_pct_stall_overlap_ratio,tail_mean_stall_ms_per_request,evicpress_mean_stall_ms_per_request,delta_mean_stall_ms_per_request,delta_pct_mean_stall_ms_per_request,tail_shadow_hit_rate,evicpress_shadow_hit_rate,delta_shadow_hit_rate,delta_pct_shadow_hit_rate,tail_harp_avg_shadow_ratio,evicpress_harp_avg_shadow_ratio,delta_harp_avg_shadow_ratio,delta_pct_harp_avg_shadow_ratio,tail_evicpress_compression_events,evicpress_evicpress_compression_events,delta_evicpress_compression_events,delta_pct_evicpress_compression_events,tail_evicpress_compressed_bytes_saved,evicpress_evicpress_compressed_bytes_saved,delta_evicpress_compressed_bytes_saved,delta_pct_evicpress_compressed_bytes_saved,fifo_mean_ttft_ms,fifo_mean_tpot_ms,fifo_mean_latency_ms,fifo_p99_ttft_ms,fifo_p99_tpot_ms,fifo_tier_transition_mb_total,fifo_transition_mb_per_generated_token,fifo_stall_overlap_ratio,fifo_mean_stall_ms_per_request,fifo_shadow_hit_rate,fifo_harp_avg_shadow_ratio,fifo_evicpress_compression_events,fifo_evicpress_compressed_bytes_saved,largest_kv_mean_ttft_ms,largest_kv_mean_tpot_ms,largest_kv_mean_latency_ms,largest_kv_p99_ttft_ms,largest_kv_p99_tpot_ms,largest_kv_tier_transition_mb_total,largest_kv_transition_mb_per_generated_token,largest_kv_stall_overlap_ratio,largest_kv_mean_stall_ms_per_request,largest_kv_shadow_hit_rate,largest_kv_harp_avg_shadow_ratio,largest_kv_evicpress_compression_events,largest_kv_evicpress_compressed_bytes_saved,lru_mean_ttft_ms,lru_mean_tpot_ms,lru_mean_latency_ms,lru_p99_ttft_ms,lru_p99_tpot_ms,lru_tier_transition_mb_total,lru_transition_mb_per_generated_token,lru_stall_overlap_ratio,lru_mean_stall_ms_per_request,lru_shadow_hit_rate,lru_harp_avg_shadow_ratio,lru_evicpress_compression_events,lru_evicpress_compressed_bytes_saved,random_mean_ttft_ms,random_mean_tpot_ms,random_mean_latency_ms,random_p99_ttft_ms,random_p99_tpot_ms,random_tier_transition_mb_total,random_transition_mb_per_generated_token,random_stall_overlap_ratio,random_mean_stall_ms_per_request,random_shadow_hit_rate,random_harp_avg_shadow_ratio,random_evicpress_compression_events,random_evicpress_compressed_bytes_saved,smallest_kv_mean_ttft_ms,smallest_kv_mean_tpot_ms,smallest_kv_mean_latency_ms,smallest_kv_p99_ttft_ms,smallest_kv_p99_tpot_ms,smallest_kv_tier_transition_mb_total,smallest_kv_transition_mb_per_generated_token,smallest_kv_stall_overlap_ratio,smallest_kv_mean_stall_ms_per_request,smallest_kv_shadow_hit_rate,smallest_kv_harp_avg_shadow_ratio,smallest_kv_evicpress_compression_events,smallest_kv_evicpress_compressed_bytes_saved
A6000,llama8b,ethernet,fixed_256,tail,fifo,94056.02453244921,,596026.4180905586,633.6929729418133,50.644386125,,484.9093149335937,957.4789074088983,119935.30609522655,,843815.0780361327,703.5585312686476,199392.2662654,,1344157.21374135,674.1270556362587,91.77177514999995,,629.4800580499999,685.9190170628407,8868.0,,39640.0,447.000451059991,0.067657470703125,,0.30242919921875,447.000451059991,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,690082.4426230078,535.5537010585937,963750.3841313593,1543549.48000675,721.2518331999999,48508.0,0.370086669921875,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,ethernet,fixed_256,tail,largest_kv,94056.02453244921,,471626.69633175,501.431671895764,50.644386125,,300.08608219921877,592.5357283599985,119935.30609522655,,624970.6843404648,521.0898314164879,199392.2662654,,1016213.7127232999,509.65553065667757,91.77177514999995,,519.0295422,565.5655470885814,8868.0,,45020.0,507.6680198466396,0.067657470703125,,0.343475341796875,507.6680198466396,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,565682.7208641992,350.73046832421875,744905.9904356913,1215605.9789886998,610.80131735,53888.0,0.4111328125,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,ethernet,fixed_256,tail,lru,94056.02453244921,,3269.0156741249957,3.475604768939803,50.644386125,,11.243077667968748,22.200047287015565,119935.30609522655,,9014.228361277346,7.515908913527269,199392.2662654,,18933.011567949958,9.495359034010514,91.77177514999995,,2.727729650000029,2.9722969241268187,8868.0,,5508.0,62.11096075778079,0.067657470703125,,0.042022705078125,62.11096075778079,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,97325.04020657421,61.887463792968745,128949.5344565039,218325.27783334994,94.49950479999998,14376.0,0.10968017578125,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,ethernet,fixed_256,tail,random,94056.02453244921,,25759.332297214845,27.387222057559864,50.644386125,,20.803757628906254,41.07811195017472,119935.30609522655,,36390.05245223048,30.341401241213667,199392.2662654,,49863.41172549984,25.007695965062865,91.77177514999995,,42.27751149999999,46.06809820437478,8868.0,,11008.0,124.1317095173658,0.067657470703125,,0.083984375,124.1317095173658,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119815.35682966406,71.44814375390625,156325.35854745703,249255.67799089983,134.04928664999994,19876.0,0.151641845703125,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
A6000,llama8b,ethernet,fixed_256,tail,smallest_kv,94056.02453244921,,-1696.6497198085854,-1.803871392866752,50.644386125,,2.700400656250004,5.332082907639359,119935.30609522655,,-316.7449609023315,-0.2640965127073103,199392.2662654,,-5615.693237150001,-2.8164047394271865,91.77177514999995,,0.7082127500000013,0.7717108542821967,8868.0,,2244.0,25.304465493910687,0.067657470703125,,0.017120361328125,25.304465493910687,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359.37481264063,53.34478678125,119618.56113432422,193776.57302825,92.47998789999995,11112.0,0.08477783203125,0.0,0.0,0.0,1.0,0.0,0.0
A6000,llama8b,pcie_nvme,fixed_256,tail,evicpress,93157.69470089843,120530.93430852343,27373.239607625,29.38376662873884,50.26635326953125,62.18825725,11.921903980468748,23.717463482068755,118843.8014875625,152309.13402535938,33465.33253779689,28.15908959399887,197744.68354839997,241409.3785914,43664.695043000014,22.08134967750607,90.75109274999997,143.45305804999998,52.70196530000001,58.07309168737258,8868.0,69692.0,60824.0,685.8818222823635,0.067657470703125,0.531707763671875,0.46405029296875,685.8818222823635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,pcie_nvme,fixed_256,tail,fifo,93157.69470089843,,593520.5482905626,637.113821028075,50.26635326953125,,482.63149478125,960.1482172246522,118843.8014875625,,840145.2421106328,706.9323192245391,197744.68354839997,,1338120.6907784499,676.6911083356289,90.75109274999997,,626.93666515,690.8309819222537,8868.0,,39640.0,447.000451059991,0.067657470703125,,0.30242919921875,447.000451059991,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,686678.242991461,532.8978480507812,958989.0435981953,1535865.3743268498,717.6877579,48508.0,0.370086669921875,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,pcie_nvme,fixed_256,tail,largest_kv,93157.69470089843,,468542.36497294524,502.9561610313512,50.26635326953125,,297.90609896093747,592.6550855271852,118843.8014875625,,620772.3815381328,522.3430871176729,197744.68354839997,,1008828.5039748,510.1671943194767,90.75109274999997,,516.36986865,568.9957586213199,8868.0,,45020.0,507.6680198466396,0.067657470703125,,0.343475341796875,507.6680198466396,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,561700.0596738437,348.1724522304687,739616.1830256953,1206573.1875232,607.1209613999999,53888.0,0.4111328125,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,pcie_nvme,fixed_256,tail,lru,93157.69470089843,,3010.683347824219,3.2318139231446477,50.26635326953125,,10.966238183593745,21.81625972505327,118843.8014875625,,8614.431053039065,7.248532060749168,197744.68354839997,,17898.651259049977,9.051394423288809,90.75109274999997,,2.6843085500000115,2.95788014078763,8868.0,,5508.0,62.11096075778079,0.067657470703125,,0.042022705078125,62.11096075778079,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,96168.37804872265,61.232591453124996,127458.23254060156,215643.33480744995,93.43540129999998,14376.0,0.10968017578125,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A6000,llama8b,pcie_nvme,fixed_256,tail,random,93157.69470089843,,20630.179698832042,22.145438189587445,50.26635326953125,,14.32724658203125,28.502657642991686,118843.8014875625,,27951.402716156255,23.519445159351864,197744.68354839997,,38401.192032700026,19.4195825362359,90.75109274999997,,33.48403669999996,36.89656585429928,8868.0,,9576.0,107.98376184032476,0.067657470703125,,0.07305908203125,107.98376184032476,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113787.87439973047,64.5935998515625,146795.20420371875,236145.8755811,124.23512944999993,18444.0,0.140716552734375,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
A6000,llama8b,pcie_nvme,fixed_256,tail,smallest_kv,93157.69470089843,,-1774.89356577734,-1.9052570713304937,50.26635326953125,,2.600603558593747,5.17364676257526,118843.8014875625,,-445.985136789066,-0.3752700024794648,197744.68354839997,,-5953.80311914999,-3.010853698978328,90.75109274999997,,0.7128620000000012,0.7855134063936673,8868.0,,2244.0,25.304465493910687,0.067657470703125,,0.017120361328125,25.304465493910687,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91382.80113512109,52.866956828125,118397.81635077343,191790.88042924998,91.46395474999997,11112.0,0.08477783203125,0.0,0.0,0.0,1.0,0.0,0.0
A6000,llama8b,ssd,fixed_256,tail,evicpress,92414.05286326952,120530.93430852343,28116.881445253908,30.42489813411172,49.955435214843746,62.18825725,12.232822035156254,24.487469646789094,117941.28050501172,152309.13402535938,34367.853520347664,29.139800223626754,196391.9408854,241409.3785914,45017.437706,22.92224288993044,89.89117809999996,143.45305804999998,53.56187995000002,59.585246385818635,8868.0,69692.0,60824.0,685.8818222823635,0.067657470703125,0.531707763671875,0.46405029296875,685.8818222823635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
